"981","While","Stage","Single exist animal when scene ago under reflect","true"
"982","Tonight","Late","Possible necessary rule stay argue to south decision worry","false"
"983","Agreement network","Involve","Tonight lawyer her number administration collection recent example","false"
"984","If","Involve","Performance artist toward land public age professional send poor yeah research who take","false"
"985","Drug other","Always","Once plant painting force poor give ready sister television","false"
"986","Value moment","Quickly","Product of himself themselves hand allow report everything","true"
"987","Treat real","Late","Remember doctor mind station hot carry she","false"
"989","Degree fight","Rate","State probably commercial capital short human difference add watch daughter quite","true"
"990","Position have","Street","Choose firm truth cover type sort hot truth price reason year","false"
"991","Run inside","Firm","Either certain record early front draw seat artist office sea democratic","false"
"992","War out","Training","Painting key network mother bank agent character bar fish","true"
"993","Expect course","Congress","Event stay trade century into newspaper media leader list meet campaign","true"
"994","Finally candidate","Rate","Thank affect within it find able mean great","true"
"995","Forward party","Training","Treatment because great perhaps other seven reach modern production available raise according evidence","true"
"997","Marriage","Rate","Machine Republican type behind anything debate recently","true"
"998","Son lot","Street","Recent mention much civil pressure rock identify wide health choose action care","true"
"999","Example upon","Stage","This detail give hot option key travel event perhaps class teach pass","true"
